"","Varname","Date","Demographic","Index","Poll","n","Question"
"1","Ipsos (MII)","1974-01-01","All adults",0.045040162,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"2","Ipsos (MII)","1978-01-01","All adults",0.090551181,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"3","Ipsos (MII)","1979-01-01","All adults",0.080533854,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"4","Ipsos (MII)","1980-01-01","All adults",0.08661776,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"5","Ipsos (MII)","1982-01-01","All adults",0.06555602,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"6","Ipsos (MII)","1983-01-01","All adults",0.057091477,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"7","Ipsos (MII)","1984-01-01","All adults",0.05138695,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"8","Ipsos (MII)","1985-01-01","All adults",0.090118439,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"9","Ipsos (MII)","1986-01-01","All adults",0.085403832,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"10","Ipsos (MII)","1987-01-01","All adults",0.102236877,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"11","Ipsos (MII)","1988-01-01","All adults",0.120368903,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"12","Ipsos (MII)","1989-01-01","All adults",0.085796269,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"13","Ipsos (MII)","1990-01-01","All adults",0.052352147,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"14","Ipsos (MII)","1991-01-01","All adults",0.054177282,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"15","Ipsos (MII)","1992-01-01","All adults",0.057585606,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"16","Ipsos (MII)","1993-01-01","All adults",0.118009242,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"17","Ipsos (MII)","1994-01-01","All adults",0.1402794,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"18","Ipsos (MII)","1995-01-01","All adults",0.119286397,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"19","Ipsos (MII)","1996-01-01","All adults",0.144300252,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"20","Ipsos (MII)","1997-01-01","All adults",0.100637713,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"21","Ipsos (MII)","1998-01-01","All adults",0.091582452,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"22","Ipsos (MII)","1999-01-01","All adults",0.095809372,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"23","Ipsos (MII)","2000-01-01","All adults",0.107130739,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"24","Ipsos (MII)","2001-01-01","All adults",0.100002232,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"25","Ipsos (MII)","2002-01-01","All adults",0.119289308,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"26","Ipsos (MII)","2003-01-01","All adults",0.100673012,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"27","Ipsos (MII)","2004-01-01","All adults",0.110359763,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"28","Ipsos (MII)","2005-01-01","All adults",0.130358743,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"29","Ipsos (MII)","2006-01-01","All adults",0.142123879,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"30","Ipsos (MII)","2007-01-01","All adults",0.173461104,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"31","Ipsos (MII)","2008-01-01","All adults",0.169016863,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"32","Ipsos (MII)","2009-01-01","All adults",0.126955006,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"33","Ipsos (MII)","2010-01-01","All adults",0.099339398,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"34","Ipsos (MII)","2011-01-01","All adults",0.090843078,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"35","Ipsos (MII)","2012-01-01","All adults",0.073542331,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"36","Ipsos (MII)","2013-01-01","All adults",0.066024449,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"37","Ipsos (MII)","2014-01-01","All adults",0.063361709,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"38","Ipsos (MII)","2015-01-01","All adults",0.050901924,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"39","Ipsos (MII)","2016-01-01","All adults",0.047789086,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"40","Ipsos (MII)","2017-01-01","All adults",0.047930872,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"41","Ipsos (MII)","2018-01-01","All adults",0.072264833,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"42","Ipsos (MII)","2019-01-01","All adults",0.084396216,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"43","Ipsos (MII)","2020-01-01","All adults",0.031580315,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"44","Ipsos (MII)","2021-01-01","All adults",0.026555851,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"45","Ipsos (MII)","2022-01-01","All adults",0.023749717,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"46","Ipsos (MII)","2023-01-01","All adults",0.027745806,"Ipsos (MII)",NA,"Q What would you say is the most important issue facing Britain today? Q What do you see as other important issues facing Britain today? [Open ended] (Ipsos)"
"47","YouGov (MII)","2011-01-01","All adults",0.089171587,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"48","YouGov (MII)","2012-01-01","All adults",0.07134535,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"49","YouGov (MII)","2013-01-01","All adults",0.053068714,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"50","YouGov (MII)","2014-01-01","All adults",0.042373782,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"51","YouGov (MII)","2015-01-01","All adults",0.030439448,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"52","YouGov (MII)","2016-01-01","All adults",0.033404887,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"53","YouGov (MII)","2017-01-01","All adults",0.035567818,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"54","YouGov (MII)","2018-01-01","All adults",0.07036259,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"55","YouGov (MII)","2019-01-01","All adults",0.099141068,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"56","YouGov (MII)","2020-01-01","All adults",0.056733719,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"57","YouGov (MII)","2021-01-01","All adults",0.064399024,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"58","YouGov (MII)","2022-01-01","All adults",0.05116795,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"59","YouGov (MII)","2023-01-01","All adults",0.060497886,"YouGov (MII)",NA,"Which of the following do you think are the most important issues facing the country at this time? Please tick up to three. [Closed choice] (YouGov)"
"60","Gallup (MUP)","1973-01-01","All adults",0.006283089,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"61","Gallup (MUP)","1974-01-01","All adults",0.009542003,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"62","Gallup (MUP)","1975-01-01","All adults",0.003333333,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"63","Gallup (MUP)","1976-01-01","All adults",0.013222693,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"64","Gallup (MUP)","1977-01-01","All adults",0.02183723,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"65","Gallup (MUP)","1978-01-01","All adults",0.046764845,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"66","Gallup (MUP)","1979-01-01","All adults",0.027103411,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"67","Gallup (MUP)","1980-01-01","All adults",0.017551682,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"68","Gallup (MUP)","1981-01-01","All adults",0.020322442,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"69","Gallup (MUP)","1982-01-01","All adults",0.016012517,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"70","Gallup (MUP)","1983-01-01","All adults",0.02035558,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"71","Gallup (MUP)","1984-01-01","All adults",0.021156827,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"72","Gallup (MUP)","1985-01-01","All adults",0.041011778,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"73","Gallup (MUP)","1986-01-01","All adults",0.036888599,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"74","Gallup (MUP)","1987-01-01","All adults",0.057651424,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"75","Gallup (MUP)","1988-01-01","All adults",0.069716648,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"76","Gallup (MUP)","1989-01-01","All adults",0.041734152,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"77","Gallup (MUP)","1990-01-01","All adults",0.025117887,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"78","Gallup (MUP)","1991-01-01","All adults",0.020892544,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"79","Gallup (MUP)","1992-01-01","All adults",0.020007534,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"80","Gallup (MUP)","1993-01-01","All adults",0.053113283,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"81","Gallup (MUP)","1994-01-01","All adults",0.090757586,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"82","Gallup (MUP)","1995-01-01","All adults",0.076071898,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"83","Gallup (MUP)","1996-01-01","All adults",0.084895484,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"84","Gallup (MUP)","1997-01-01","All adults",0.063979825,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"85","Gallup (MUP)","1998-01-01","All adults",0.037075738,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"86","Gallup (MUP)","1999-01-01","All adults",0.034169951,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"87","Gallup (MUP)","2000-01-01","All adults",0.038490956,"Gallup (MUP)",NA,"What would you say is the most urgent problem facing the country at the present time? [Open ended] (Gallup)"
"88","BES (MII)","2014-01-01","All adults",0.00909943247441738,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"89","BES (MII)","2015-01-01","All adults",0.00817391117180622,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"90","BES (MII)","2016-01-01","All adults",0.00614192474264468,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"91","BES (MII)","2017-01-01","All adults",0.00941643313645011,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"92","BES (MII)","2018-01-01","All adults",0.0422956849425908,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"93","BES (MII)","2019-01-01","All adults",0.0308718460429537,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"94","BES (MII)","2020-01-01","All adults",0.0075128045791499,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"95","BES (MII)","2021-01-01","All adults",0.0140216236290125,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"96","BES (MII)","2022-01-01","All adults",0.00767032596380376,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"97","BES (MII)","2023-01-01","All adults",0.013183716818873,"BES (MII)",NA,"As far as you're concerned, what is the single most important issue facing the country at the present time? [Open ended] (BES)"
"98","BSA (GSP)","1983-01-01","All adults",0.0763660125985767,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"99","BSA (GSP)","1984-01-01","All adults",0.063121654621165,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"100","BSA (GSP)","1985-01-01","All adults",0.049313095568975,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"101","BSA (GSP)","1986-01-01","All adults",0.0755642378445442,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"102","BSA (GSP)","1987-01-01","All adults",0.083105626826651,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"103","BSA (GSP)","1989-01-01","All adults",0.0717664981035238,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"104","BSA (GSP)","1990-01-01","All adults",0.0656044984890664,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"105","BSA (GSP)","1991-01-01","All adults",0.0612585845976683,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"106","BSA (GSP)","1993-01-01","All adults",0.105317758562856,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"107","BSA (GSP)","1994-01-01","All adults",0.128182381488553,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"108","BSA (GSP)","1995-01-01","All adults",0.0943996171762616,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"109","BSA (GSP)","1996-01-01","All adults",0.108567675280173,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"110","BSA (GSP)","1997-01-01","All adults",0.0975458954198254,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"111","BSA (GSP)","1999-01-01","All adults",0.0784854426155732,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"112","BSA (GSP)","2000-01-01","All adults",0.0995260959667148,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"113","BSA (GSP)","2001-01-01","All adults",0.109010766085063,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"114","BSA (GSP)","2002-01-01","All adults",0.136490047335073,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"115","BSA (GSP)","2003-01-01","All adults",0.119517478331962,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"116","BSA (GSP)","2004-01-01","All adults",0.127199166293629,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"117","BSA (GSP)","2005-01-01","All adults",0.141188502874215,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"118","BSA (GSP)","2006-01-01","All adults",0.167686458351397,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"119","BSA (GSP)","2007-01-01","All adults",0.153382644428632,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"120","BSA (GSP)","2008-01-01","All adults",0.190328541707793,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"121","BSA (GSP)","2009-01-01","All adults",0.122544751230833,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"122","BSA (GSP)","2010-01-01","All adults",0.111311148283732,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"123","BSA (GSP)","2011-01-01","All adults",0.154161751746249,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"124","BSA (GSP)","2012-01-01","All adults",0.103806907910474,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"125","BSA (GSP)","2013-01-01","All adults",0.0779045471181786,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"126","BSA (GSP)","2014-01-01","All adults",0.0774751965019704,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"127","BSA (GSP)","2015-01-01","All adults",0.0849270619224581,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"128","BSA (GSP)","2016-01-01","All adults",0.0670674825638528,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"129","BSA (GSP)","2017-01-01","All adults",0.119292507605451,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"130","BSA (GSP)","2018-01-01","All adults",0.136991093672208,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"131","BSA (GSP)","2019-01-01","All adults",0.243641070679966,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"132","BSA (GSP)","2020-01-01","All adults",0.122586111937922,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
"133","BSA (GSP)","2021-01-01","All adults",0.14384083642534,"BSA (GSP)",NA,"Please show whether you would like to see more or less government spending in each area [Law and Order] [5-point scale] (BSA)"
